id,title,year,in_degree_centrality,pagerank,betweenness_centrality,community,citation_count
57150406,Reasoning with lines in the Euclidean space,2009,0.0015923566878980893,0.0003364869084075147,0.00011244477151549499,12,2
57699400,Connecting abstract description systems,2002,0.0031847133757961785,0.0008366336881415081,6.198571461405479e-05,11,25
60563271,"SpatialML: Annotation Scheme, Corpora, and Tools.",2008,0.006369426751592357,0.0007694447093737609,3.715276942432016e-05,9,66
63978477,A Formal Theory of Objects and Fields,2001,0.002388535031847134,0.0004396802623875371,8.156963524706069e-06,6,30
64504817,Qualitative spatio-temporal reasoning with RCC-8 and Allen's interval calculus: computational complexity,2002,0.026273885350318472,0.001808845499496078,0.000623681369517089,8,64
64446204,Towards a computational paradigm for biomedical structure,2004,0.0,0.0002790487185283924,0.0,4,5
69727665,Design and comparison of lattices of topological relations based on galois lattice theory,2002,0.003980891719745223,0.0005641854431055638,0.00024724351003628796,7,8
74571215,Qualitative representation of planar outlines,2000,0.0,0.0002790487185283924,0.0,6,7
75353366,Reasoning on Spatial Constraints over Regions.,2004,0.0,0.0002790487185283924,0.0,5,1
75379934,When Regions Start to Move.,2003,0.0031847133757961785,0.0005554907207971438,2.5066048615164256e-05,9,7
75390077,Rewriting queries for web searches that use local expressions,2011,0.0007961783439490446,0.00035086910842736774,6.7730292055919474e-06,6,3
75414389,Modelling Route Instructions for Robust Human-Robot Interaction on Navigation Tasks,2008,0.0,0.0002790487185283924,0.0,4,10
80314536,Efficient extraction and representation of spatial information from video data,2013,0.004777070063694268,0.0006831240098123574,0.0005445197454865788,4,12
81330821,An Ordering of Convex Topological Relations,2012,0.003980891719745223,0.00038156917845408154,0.00011440749207535647,6,7
81752390,Cognitive supervision and control of robotic inspection-intervention system using qualitative spatio-temporal representation and reasoning,2013,0.0,0.0002790487185283924,0.0,11,0
82421611,Towards Fuzzy Spatial Reasoning in Geographic IR Systems,2006,0.0015923566878980893,0.0003523894600378069,0.0,14,8
83233384,Spatial representation and reasoning: integrating synthetic character's visual perception and symbolic representation,2011,0.0,0.0002790487185283924,0.0,12,0
83269099,A Spatial Algebra for Multimedia Document Adaptation,2006,0.0015923566878980893,0.0004714258000760093,1.2688101098789555e-05,4,6
85920217,RCC-3D: Qualitative Spatial Reasoning in 3D.,2010,0.011146496815286625,0.000992766794016441,0.0008242876601607285,4,27
86407067,Adding Convexity to Mereotopology.,2014,0.0015923566878980893,0.0003397052566905726,7.846184981265864e-05,5,2
87037992,Qualitative spatial and temporal reasoning: efficient algorithms for everyone,2007,0.011146496815286625,0.000944428948317291,0.0001874132398515212,12,28
88509857,Spatial Numerosity: A Computational Model Based on a Topological Invariant,2014,0.0,0.0002790487185283924,0.0,4,1
90605877,Spatial locations via morpho-mereology,2000,0.007165605095541401,0.001535352019424252,0.0011304697233456991,5,18
91481447,Topological Reasoning in Basic Description.,2006,0.0,0.0002790487185283924,0.0,7,0
93776840,Qualitative Spatial Reasoning for Navigating Agents - Behavior Formalization with Qualitative Representations.,2009,0.0,0.0002790487185283924,0.0,12,1
94077606,The Topology of Spatial Scenes in ℝ2,2013,0.004777070063694268,0.00043182267909504295,0.00021734777344498325,6,8
96308688,CLP(QS): a declarative spatial reasoning framework,2011,0.023089171974522295,0.001481278558785777,0.0017021125359086616,11,56
97547539,Qualitative Spatial Reasoning in RCC8 with OWL and SWRL,2013,0.0,0.0002790487185283924,0.0,7,3
100101487,Hypothesising object relations from image transitions,2002,0.005573248407643313,0.0007397954405461533,3.498894926813824e-05,10,16
100173104,Interpretation of Behaviours from a Viewpoint of Topology.,2009,0.0007961783439490446,0.0002973015878304848,1.1049221373529236e-05,6,3
106630419,Modular Ontologies for Architectural Design,2009,0.006369426751592357,0.0007164045997003971,0.0002953859816958044,11,31
113093982,A One-Dimensional Sparse Space-Time Specification of the Generalized Railroad Crossing,2012,0.0,0.0002790487185283924,0.0,8,0
117131034,A much better polynomial time approximation of consistency in the LR calculus,2010,0.0015923566878980893,0.00028737221246389255,1.1998381894593228e-06,12,3
118360956,A Tableau Algorithm for DLs with Concrete Domains and GCIs.,2005,0.005573248407643313,0.0007612203899673785,4.846938036699617e-05,13,18
121662511,Associating spatial patterns to text-units for summarizing geographic information,2006,0.0,0.0002790487185283924,0.0,4,12
123477921,Spatio-temporal stream reasoning with incomplete spatial information,2014,0.0015923566878980893,0.00031453688455871444,9.255775395039994e-06,13,4
130967280,From Descriptions to Depictions: A Conceptual Framework,2013,0.0007961783439490446,0.00030541397418697034,2.1415063488497263e-05,4,36
133060186,Efficient approach to solve the minimal labeling problem of temporal and spatial qualitative constraints,2013,0.005573248407643313,0.0004415525836324227,9.227235690886718e-05,13,13
138866960,Monte Carlo Simulation for Plausible Interpretation of Natural-Language Spatial Descriptions.,2008,0.0,0.0002790487185283924,0.0,4,1
143522791,From polygons and timestamps to dynamic geographic features: grounding a spatio-temporal geo-ontology,2012,0.0031847133757961785,0.00035630703346358074,2.9625019234912537e-05,6,7
145321168,On Spatial Reasoning with Description Logics - Position Paper.,2002,0.005573248407643313,0.0010218183590640327,0.00010610424543862763,7,18
145918469,A pointless theory of space based on strong connection and congruence,1996,0.04617834394904459,0.007874151048752791,0.0015330868790443908,5,121
149118268,Fundamental issues of aesthetic knowledge representation,2004,0.0,0.0002790487185283924,0.0,5,0
149159555,Tucking RCC in Cyc's ontological bed,2003,0.0007961783439490446,0.00030091779410494726,4.8701965752541767e-05,5,6
156399817,Plan Understanding: Inferring Implicit Dependencies from Explicit Elements in Multi-Agent Plan Representations.,2004,0.0,0.0002790487185283924,0.0,4,0
156562497,Assimilating knowledge from neuroimages in schizophrenia diagnostics,2008,0.0,0.0002790487185283924,0.0,4,0
158439594,SOWL: a framework for handling spatio-temporal information in OWL 2.0,2011,0.011146496815286625,0.000829851912103411,0.0004711436536008992,7,67
159413462,Evaluating State-Based Intention Recognition Algorithms against Human Performance,2014,0.0,0.0002790487185283924,0.0,4,0
159517624,Abducing qualitative spatio-temporal histories from partial observations,2002,0.007165605095541401,0.0007786703579694826,0.0003078835744636205,11,28
166872301,A spatial logic of betweenness,2004,0.0,0.0002790487185283924,0.0,4,0
167246391,Abductive visual perception with feature clouds,2006,0.0007961783439490446,0.0003070903157514883,5.709645494455299e-06,10,3
172456827,Visual Spatio-Temporal Programming with a 3D Region Connection Calculus,2010,0.0,0.0002790487185283924,0.0,4,0
173597752,"Towards an Integrated Logic of Space, Time and Motion.",1993,0.019904458598726117,0.007369178103715297,0.0,9,59
177591601,A Linked Data representation of the Nomenclature of Territorial Units for Statistics,2010,0.0,0.0002790487185283924,0.0,6,4
178007815,Fuzzy Spatial Relations for 2D Scene.,2010,0.0007961783439490446,0.00032254209956961085,6.787630591777065e-05,7,3
178612920,Towards modeling dynamic behavior with integrated qualitative spatial relations,2011,0.0007961783439490446,0.000284321769660108,1.3216771977905784e-06,9,2
179505298,Foundations for a Formalism of Nearness,2002,0.0015923566878980893,0.0004725125387359222,1.8543469976590995e-05,10,5
184802582,Foundations of spatioterminological reasoning with description logics,1998,0.021496815286624206,0.003976599038926151,0.0005458967143982517,7,70
188201746,Model-theoretic characterization of Asher and Vieu's ontology of mereotopology,2008,0.0007961783439490446,0.00030465988813820863,0.0,5,2
188918809,A general purpose context reasoning environment to deal with tracking problems: an ontology-based prototype,2011,0.0,0.0002790487185283924,0.0,4,0
189329414,Detecting events in video data using a formal ontology of motion verbs,2012,0.0007961783439490446,0.0002959978114517639,0.0,14,4
191921708,A foundation for region-based qualitative geometry,2000,0.016719745222929936,0.001506109875605621,0.000461582831841726,5,52
193505525,The Maptree: A Fine-Grained Formal Representation of Space,2012,0.005573248407643313,0.0005374880175083553,5.7900703355439386e-05,6,12
194318731,Semantic Integrity Constraints for Spatial Databases.,2009,0.0031847133757961785,0.0006224824274423889,2.1886974395411983e-05,6,4
194585889,Commonsense Inference in Dynamic Spatial Systems: Epistemological Requirements,2010,0.002388535031847134,0.0003592260182018372,1.8054881306035318e-05,9,7
194883743,RCC and the Theory of Simple Regions in ℝ2,2013,0.0007961783439490446,0.0003581444855041262,0.00011056847050452243,5,1
195780570,A Multi-granular Database Model,2014,0.0007961783439490446,0.0003976923689919931,0.00012370898571319815,6,3
197972142,Integration semantisch heterogener Datenquellen von Landschaftsdaten,2007,0.0,0.0002790487185283924,0.0,7,0
198845790,Carving Up Space: Steps Towards Construction of an Absolutely Complete Theory of Spatial Regions,1996,0.009554140127388536,0.0027462632070849808,1.885347781322259e-05,5,15
200097274,Problems with local consistency for qualitative calculi,2004,0.0007961783439490446,0.00032405554807613804,4.9166391757809525e-06,12,1
203518242,Implementation Challenges for Information Security Awareness Initiatives in E-Government.,2012,0.0,0.0002790487185283924,0.0,2,7
205730280,Splitting atoms in relational algebras,2011,0.0007961783439490446,0.00030277744862111254,0.0,5,2
206717012,Using Occlusion Calculi to Interpret Digital Images,2006,0.0015923566878980893,0.0003534163082396753,0.00037627917086198605,10,6
207131014,Formal Properties of Constraint Calculi for Qualitative Spatial Reasoning.,2002,0.005573248407643313,0.00042824040240246186,1.1305719165068774e-05,12,9
207646462,Solving qualitative constraints involving landmarks,2011,0.005573248407643313,0.0005460978312308945,7.528575268009754e-05,12,10
226734596,Using Maptrees to Characterize Topological Change,2013,0.003980891719745223,0.00036878813519318417,3.0155386944789837e-05,6,7
228803548,Splitting Ratios: Metric Details of Topological Line-Line Relations.,2004,0.0031847133757961785,0.0005653410503240364,2.0252900769052723e-05,6,8
244761467,A Fuzzy Set Approach to Expressing Preferences in Spatial Reasoning,2014,0.0,0.0002790487185283924,0.0,14,1
248452161,A Context-Aware Framework for SaaS Service Dynamic Discovery in Clouds,2014,0.0,0.0002790487185283924,0.0,4,1
282565052,Reasoning about Propagation of Properties over Regions,2003,0.0007961783439490446,0.0003087096311442926,1.903215164818433e-05,5,2
302955410,An Approach to Model Complex Big Data Driven Cyber Physical Systems,2014,0.0,0.0002790487185283924,0.0,7,1
317884451,Qualitative spatial reasoning about relative position: the tradeoff between strong formal properties and successful reasoning about route graphs,2003,0.00875796178343949,0.0012623039218665612,0.0001664766467105152,12,34
321982172,Corpus Guided Sense Cluster Analysis: a methodology for ontology development (with examples from the spatial domain).,2014,0.0031847133757961785,0.00042930230231585687,0.0001228847874398493,11,12
429114829,Towards a qualitative theory of movement,1995,0.023089171974522295,0.003397102632570415,6.452636343899315e-05,9,75
622042399,A Layered Architecture for a Fuzzy Semantic Approach for Satellite Image Analysis,2015,0.0,0.0002790487185283924,0.0,7,3
924652428,The Role of Model Testing in Standards Development: The Case of ISO-Space,2012,0.0,0.0002790487185283924,0.0,9,7
993992513,A Qualitative Spatio-Temporal Framework Based on Point Algebra,2014,0.0,0.0002790487185283924,0.0,8,1
1005126680,Vertex Incremental Path Consistency for Qualitative Constraint Networks,2014,0.0,0.0002790487185283924,0.0,13,0
1013787855,Towards a Qualitative Representation of Movement,2014,0.0007961783439490446,0.0003581444855041262,2.4562049043740114e-05,9,4
1229309667,Concurrent Object Identification and Localization for a Mobile Robot.,2000,0.0,0.0002790487185283924,0.0,9,11
1479826020,Representing and Reasoning about Changing Spatial Extensions of Geographic Features,2013,0.0015923566878980893,0.00032808809405334734,7.21313160410275e-05,6,9
1479839375,A syntactical approach to qualitative constraint networks merging,2010,0.004777070063694268,0.0005761845119832417,0.00012926418137746809,4,8
1480050199,Relative Adjacencies in Spatial Pseudo-Partitions,2003,0.0,0.0002790487185283924,0.0,9,7
1480418404,Qualitative spatial relation database for semantic web,2006,0.0,0.0002790487185283924,0.0,12,1
1481431106,Deduction and Deductive Databases for Geographic Data Handling,1993,0.0007961783439490446,0.0003432813924849679,0.0,7,23
1482140930,Topology and Knowledge of Multiple Agents,2008,0.0007961783439490446,0.00030277744862111254,7.612860659273733e-07,5,17
1483376495,Spatial reasoning based spatial data mining for precision agriculture,2006,0.0007961783439490446,0.0002930067950535219,1.0044746703208399e-06,12,6
1483410603,Determining Consistency of Topological Relations,1998,0.013535031847133758,0.0014939407542692816,7.602912139006445e-05,12,25
1483417608,Qualitative Spatial Representation and Reasoning with the Region Connection Calculus,1997,0.09235668789808918,0.009577329592650006,0.0024988161862584974,6,437
1483975041,On internal cardinal direction relations,2005,0.006369426751592357,0.0005800668209383146,0.0002754944220267524,12,26
1485179986,Conceptual neighbourhood diagrams for representing moving objects,2005,0.00875796178343949,0.0007232433028108241,6.4135330077929114e-06,9,26
1485228943,A Spatio-Temporal Graph Model for Marine Dune Dynamics Analysis and Representation,2013,0.0,0.0002790487185283924,0.0,4,10
1485626210,Integrating Motion Predicate Classes with Spatial and Temporal Annotations,2008,0.00875796178343949,0.0009641629532901002,8.430062252987115e-05,9,26
1485648439,Improving an RCC-Derived Geospatial Approximation by OWL Axioms,2008,0.00875796178343949,0.0011011582155954732,0.0006877387755445204,7,23
1485733404,Handling spatial relations in logical concept analysis to explore geographical data,2008,0.0,0.0002790487185283924,0.0,7,6
1486996942,Automatic Generation of Propagation Rules for Finite Domains,2000,0.0,0.0002790487185283924,0.0,4,16
1487667146,Refining Topological Relations between Regions Considering Their Shapes,2008,0.0,0.0002790487185283924,0.0,9,4
1487872032,Single-Holed Regions: Their Relations and Inferences,2008,0.005573248407643313,0.0006916917985700323,0.0001762969607514992,6,16
1488271512,Representing the Semantic Content of Topological Relations into Spatial Databases,2007,0.0,0.0002790487185283924,0.0,6,0
1489142816,Identifying geographical processes from time-stamped data,2011,0.002388535031847134,0.0003886705374254741,3.883556597858625e-05,6,8
1489545972,Weak composition for qualitative spatial and temporal reasoning,2005,0.0445859872611465,0.0027349672500122765,0.0010608832771643714,12,90
1489818934,Intuitive Modelling of Place Name Regions for Spatial Information Retrieval,2003,0.002388535031847134,0.00035830824846267193,6.168833915173398e-05,14,23
1490502008,Dynamic Mereotopology: A Point-free Theory of Changing Regions. I. Stable and unstable mereotopological relations,2010,0.0,0.0002790487185283924,0.0,5,11
1491223615,Towards duplicate detection for situation awareness based on spatio-temporal relations,2010,0.0007961783439490446,0.0003581444855041262,7.952242188862586e-05,9,2
1491410102,Asynchronous exploration of an unknown anonymous dangerous graph with o (1) pebbles,2012,0.0015923566878980893,0.0004988829222664956,0.0,3,11
1491463701,Efficient reasoning with RCC-3D,2010,0.0031847133757961785,0.0005558839029434607,0.00032095961518399153,4,8
1493541628,Representing and Reasoning About Spatial Knowledge Based on Spatial Relevant Logic,2004,0.0,0.0002790487185283924,0.0,6,1
1493569994,Three-Valued 9-Intersection for Deriving Possible Topological Relations from Incomplete Observations,2009,0.0,0.0002790487185283924,0.0,6,0
1494184095,Qualitative Reasoning about Convex Relations,2008,0.005573248407643313,0.0004895600599622709,2.9619757719717136e-05,12,10
1494501165,Modal Logics for Region-based Theories of Space,2007,0.009554140127388536,0.0006628789225421518,0.00036235589494127085,5,38
1494726109,The Impact of Qualification on the Application of Qualitative Spatial and Temporal Reasoning Calculi,2010,0.0,0.0002790487185283924,0.0,12,0
1496725166,CASL specifications of qualitative calculi,2005,0.005573248407643313,0.000709117156971321,0.00013362044675326094,12,7
1497222988,Rough Sets in Approximate Spatial Reasoning,2000,0.01035031847133758,0.0012639784401460461,0.00018317057573628628,14,33
1498205847,Spatio-temporal proximities for multimedia document adaptation,2006,0.0015923566878980893,0.0004254025262836637,0.0,4,8
1499566065,Drawing a figure in a two-dimensional plane for a qualitative representation,2007,0.0,0.0002790487185283924,0.0,6,0
1490545449,The qualitative trajectory calculus on networks,2006,0.002388535031847134,0.0003313406663862827,3.129781953975625e-05,9,6
1500088570,Qualitative Geometry for Shape Recognition,2002,0.0015923566878980893,0.0004739454268821036,0.00010944091392996408,5,6
1500362640,Strings and holes: an exercise on spatial reasoning,2006,0.002388535031847134,0.00041888469152791627,5.508750560391131e-06,10,6
1500465670,"Spatio-temporal Relevant Logic as the Logical Basis for Specifying, Verifying, and Reasoning About Mobile Multi-agent Systems",2004,0.0,0.0002790487185283924,0.0,6,4
1500901417,An architecture of diversity for commonsense reasoning,2002,0.0,0.0002790487185283924,0.0,4,27
1502528470,Topological Relations in Hierarchical Partitions,1999,0.0031847133757961785,0.00046037344172919145,9.260173943796142e-06,5,7
1503260573,Topological Relations Between Regions in R² and Z²,1993,0.016719745222929936,0.0016015097339333823,0.0,6,66
1503488576,Qualitative Spatial Representation for Information Retrieval by Gazetteers,2001,0.004777070063694268,0.0005138886282631648,2.447318198644105e-05,9,42
1504041661,Topo-distance: Measuring the Difference between Spatial Patterns,2000,0.002388535031847134,0.00046339129712208075,0.0001345144375253239,5,4
1504185658,Qualitative reasoning Feeding Back into quantitative model-based tracking,2004,0.0007961783439490446,0.0003407629468843513,0.0,4,3
1504843263,An algebraic approach to granularity in qualitative time and space representation,1995,0.004777070063694268,0.0008641814802205186,0.0,14,45
1504962373,Modeling and Representing Structures for Analyzing Spatial Organization in Agronomy,2003,0.0007961783439490446,0.0004096049750919845,1.9385605893079183e-05,7,5
1505213410,Modularizing spatial ontologies for assisted living systems,2010,0.0007961783439490446,0.0003136633267413328,0.00010810015369356216,11,6
1505353959,Evaluating and refining computational models of spatial relations through cross-linguistic human-subjects testing,1995,0.013535031847133758,0.0028011973216489445,0.0,6,65
1506480041,Vagueness and Rough Location,2002,0.007165605095541401,0.0007744235118159669,0.00010520895111375613,14,44
1507949122,Dependency calculus: reasoning in a general point relation algebra,2005,0.005573248407643313,0.000440419648823589,3.377101197810827e-05,12,10
1508383141,How to handle incomplete knowledge concerning moving objects,2007,0.0031847133757961785,0.0003478351196667596,3.992308581277547e-05,9,9
1509582644,Relation algebras over containers and surfaces: An ontological study of a room space,1999,0.0031847133757961785,0.0010642835451837405,0.00015723757492069955,12,18
1512728698,Measure Logics for Spatial Reasoning,2004,0.0,0.0002790487185283924,0.0,5,1
1512785896,An Automata-Theoretic Approach to Constraint LTL,2002,0.0015923566878980893,0.0004160066412751797,5.044527178919546e-06,13,20
1513462929,Efficient algorithms for spatial configuration information retrieval,2007,0.0,0.0002790487185283924,0.0,14,0
1513592428,Merging Qualitative Constraints Networks Using Propositional Logic,2009,0.003980891719745223,0.0005530574355168549,0.0,4,12
1514848890,Qualitative Spatial Scene Modeling for Ambient Intelligence Environments,2008,0.0015923566878980893,0.00030636433950441747,7.556217350796993e-06,9,5
1515228625,Developing an online history educational system to present the progression of spatial regions,2010,0.0,0.0002790487185283924,0.0,6,0
1515676329,A qualitative approach to localization and navigation based on visibility information,2009,0.007165605095541401,0.0006430218869521387,7.824329010920227e-06,10,23
1515857575,"The heterogeneous tool set, HETS",2007,0.006369426751592357,0.0004730621830624234,0.0,12,134
1516380833,"Bio-surveillance Event Models, Open Source Intelligence, and the Semantic Web",2008,0.0,0.0002790487185283924,0.0,4,1
1516770156,Combining binary constraint networks in qualitative reasoning,2008,0.005573248407643313,0.0005087567638309813,7.100095440719457e-05,12,10
1517360634,Modelling functional requirements in spatial design,2010,0.0015923566878980893,0.00038780539812002633,0.00011683097757589598,11,6
1517485365,Merging Sets of Taxonomically Organized Data Using Concept Mappings under Uncertainty,2009,0.002388535031847134,0.0005382293872128709,2.2838581977821197e-05,4,14
1517957937,Qualitative Spatial Representation and Reasoning Techniques,1997,0.050955414012738856,0.007321319400138081,0.0037102679979912397,9,170
1518724711,A graph-based concept for spatiotemporal information in cognitive vision,2005,0.0,0.0002790487185283924,0.0,4,4
1519196212,A general framework based on dynamic constraints for the enrichment of a topological theory of spatial simulation,2005,0.0007961783439490446,0.0003185966020162593,1.5225721318547465e-05,9,1
1521263121,Spatial Reasoning in a Holey World,1993,0.003980891719745223,0.002686405970925633,0.0,5,11
1521171126,Qualitative and Topological Relationships in Spatial Databases,1993,0.03343949044585987,0.006469713408282068,0.00017685073073392418,12,137
1521979145,A Tractable Subclass of the Block Algebra: Constraint Propagation and Preconvex Relations,1999,0.011146496815286625,0.002941715161623964,0.0,12,20
1522223856,A Geometric Theory of Vague Boundaries Based on Supervaluation,2001,0.00875796178343949,0.0008084689588496292,0.00010439643414118364,14,35
1522327251,Combining RCC-8 with qualitative direction calculi: algorithms and complexity,2009,0.013535031847133758,0.0007171778396410291,0.00012907850894234318,12,39
1522582857,Spatial Agents Implemented in a Logical Expressible Language,2000,0.0007961783439490446,0.0003976923689919931,1.3322506153729032e-05,9,27
1522641229,Nogoods in qualitative constraint-based reasoning,2012,0.0007961783439490446,0.00030978603457351743,1.5316350612110248e-06,13,2
1522859064,Reachability and dependency calculi: reasoning in network algebras,2006,0.0,0.0002790487185283924,0.0,12,0
1523444764,Constraint Networks of Topological Relations and Convexity,1999,0.016719745222929936,0.0015388852444932512,0.00010244598929772633,5,40
1523893065,Qualitative spatial representation and reasoning in the SparQ-toolbox,2006,0.02388535031847134,0.0018175425607234552,0.0019248216688326086,12,70
1524234993,From video to RCC8: exploiting a distance based semantics to stabilise the interpretation of mereotopological relations,2011,0.01035031847133758,0.0008605976397190371,0.0005900697546118439,6,23
1524303998,Spatio-temporal Annotated Constraint Logic Programming,2001,0.003980891719745223,0.0005816232540707801,0.0,4,15
1524383789,Modeling Topological Properties of a Raster Region for Spatial Optimization,2005,0.0,0.0002790487185283924,0.0,6,9
1524630248,A model for classification of topological relationships between two spatial objects,2005,0.0007961783439490446,0.0003174129353073768,0.0,4,2
1524747109,A Topological Calculus for Cartographic Entities,2000,0.0,0.0002790487185283924,0.0,5,14
1525830615,A hierarchical representation of qualitative shape based on connection and convexity,1995,0.019904458598726117,0.0028701002842925726,7.893572844309503e-05,6,64
1525985171,Maximal tractable fragments of the region connection calculus: a complete analysis,1999,0.05732484076433121,0.006734170798422782,0.000147189682008419,12,98
1526179367,Semantic categories underlying the meaning of 'place',2007,0.006369426751592357,0.0005531857770190295,0.00014866772804766052,14,48
1526817905,Who Can Connect in RCC,2003,0.0015923566878980893,0.000375492725249991,0.0007713861229627049,9,3
1527451292,Incomplete information in RDF,2013,0.002388535031847134,0.00045247663781895086,0.0002492278637696965,13,9
1527638862,Dominance Diagrams: A Tool for Qualitative Reasoning About Continuous Systems,2001,0.003980891719745223,0.00045840480083647427,1.085162205014008e-05,9,18
1527693648,Modelling models of robot navigation using formal spatial ontology,2004,0.0031847133757961785,0.0008416491006318314,0.0005056384078416965,4,34
1528103959,Topology in Raster and Vector Representation,2000,0.0031847133757961785,0.0005952204457950155,3.877722319863477e-05,6,43
1531504422,Geocognostics - A New Framework for Spatial Information Theory,1997,0.0007961783439490446,0.00031294690437513547,6.344050549394777e-07,9,12
1532035848,Merging qualitative constraint networks defined on different qualitative formalisms,2009,0.0007961783439490446,0.0003214459298173568,5.8067870520290135e-05,12,4
1532836208,Ontology-Based Retrieval of Spatially Related Objects for Location Based Services,2009,0.0015923566878980893,0.00037025196009928256,2.4244846516270374e-05,7,8
1533500667,Characterising meanders qualitatively,2006,0.0015923566878980893,0.00038001356108068106,0.0,9,6
1533789797,On spatial modeling of discrete event systems using point-interval logic,2003,0.0,0.0002790487185283924,0.0,4,2
